source,topic,title,org,state,pi,activity,amount,fy,start,end,sbir_sttr,project_num,abstract
NIH RePORTER,prior authorization,Impact of Restrictive Drug Coverage Policies on Heart Failure Care,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"MUKHOPADHYAY, AMRITA ",K23,198936,2026,2024-08-05T00:00:00,2029-07-31T00:00:00,False,5K23HL171636-03,"Despite proven benefits, many patients with heart failure with reduced ejection fraction (HFrEF) are not prescribed life-saving, guideline-recommended medications. This gap in prescribing occurs in up to 75% of eligible patients, leading to an estimated 68,000 preventable deaths per year nationwide. Moreover, patients often do not consistently adhere to these life-saving medications up to 60% of the time. A major reason for these gaps in prescribing and adherence may due to be restrictive coverage policies, such as cost-sharing (patients pay out of pocket through copayment or co-insurance), and prior authorization (providers required to justify use of a medication before it is covered). These policies can have harmful effects when applied to life-saving therapies. For example, high out-of-pocket costs can result in reduced medication adherence, or may worsen health differences by differentially impacting different subpopulations. Moreover, physicians are often unaware of these policies’ existence or magnitude, and often do not discuss cost with their patients, despite the majority of patients wanting their providers to initiate this conversation. We propose to utilize a large, integrated database combining publicly available insurance formulary information, electronic health record (EHR) data, pharmacy data, and neighborhood-level census information. In Aim 1, we will use this database to quantify the effects of restrictive drug coverage policies for guideline-recommended HFr"
NIH RePORTER,prior authorization,Impact of Restrictive Drug Coverage Policies on Heart Failure Care,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"MUKHOPADHYAY, AMRITA ",K23,198936,2024,2024-08-05T00:00:00,2029-07-31T00:00:00,False,1K23HL171636-01A1,"PROJECT SUMMARY Despite proven benefits, many patients with heart failure with reduced ejection fraction (HFrEF) are not prescribed life-saving, guideline-recommended medications. This gap in prescribing occurs in up to 75% of eligible patients, leading to an estimated 68,000 preventable deaths per year nationwide. Moreover, patients often do not consistently adhere to these life-saving medications up to 60% of the time. A major reason for these gaps in prescribing and adherence may due to be restrictive coverage policies, such as cost-sharing (patients pay out of pocket through copayment or co-insurance), and prior authorization (providers required to justify use of a medication before it is covered). These policies can have harmful effects when applied to life- saving therapies. For example, high out-of-pocket costs can result in reduced medication adherence, or may worsen inequities by differentially impacting vulnerable populations. Moreover, physicians are often unaware of these policies’ existence or magnitude, and often do not discuss cost with their patients, despite the majority of patients wanting their providers to initiate this conversation. We propose to utilize a large, integrated database combining publicly available insurance formulary information, electronic health record (EHR) data, pharmacy data, and neighborhood-level census information. In Aim 1, we will use this database to quantify the effects of restrictive drug coverage policies for guideline- recom"
NIH RePORTER,prior authorization,Developing a provider-facing intervention to address cost-related medication restrictions and improve medication use in patients with type 2 diabetes,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"LUO, JING ",K23,188134,2024,2021-05-01T00:00:00,2026-02-28T00:00:00,False,5K23DK120956-04,"Project Summary/Abstract The prescribing of, and adherence to, glucose-lowering medications is increasingly being driven by health insurance factors such as high out-of-pocket medication costs and formulary practices that restrict use (e.g. requirements for prior authorization). These types of cost-related medication restrictions (defined as high copayments, high deductibles, formulary restrictions) can limit appropriate use of evidence-based medications, especially when formularies lag behind a rapidly evolving evidence base. For example, recent evidence suggests that SGLT-2 inhibitors and GLP-1 receptor agonists reduce the risk of cardiovascular disease (CVD) events and mortality in patients with type 2 diabetes and elevated CV risk. If cost-related medication restrictions limit the use of evidence-based, guideline recommended therapies in these patients, it may ultimately result in worse health outcomes. Such policies can also increase administrative burden for the practitioner and contribute to provider burnout. The goal of this proposal is to develop a provider-facing intervention to address cost-related restrictions and improve medication use for patients with type 2 diabetes. It has 3 specific aims: 1) To examine the association between cost-related medication restrictions and initiation of, and adherence to, newer 2nd line glucose-lowering medications among patients with type 2 diabetes (T2D) with and without established CVD, 2) To describe the cost-related restrictio"
NIH RePORTER,prior authorization,Developing a provider-facing intervention to address cost-related medication restrictions and improve medication use in patients with type 2 diabetes,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"LUO, JING ",K23,188100,2023,2021-05-01T00:00:00,2025-02-28T00:00:00,False,5K23DK120956-03,"Project Summary/Abstract The prescribing of, and adherence to, glucose-lowering medications is increasingly being driven by health insurance factors such as high out-of-pocket medication costs and formulary practices that restrict use (e.g. requirements for prior authorization). These types of cost-related medication restrictions (defined as high copayments, high deductibles, formulary restrictions) can limit appropriate use of evidence-based medications, especially when formularies lag behind a rapidly evolving evidence base. For example, recent evidence suggests that SGLT-2 inhibitors and GLP-1 receptor agonists reduce the risk of cardiovascular disease (CVD) events and mortality in patients with type 2 diabetes and elevated CV risk. If cost-related medication restrictions limit the use of evidence-based, guideline recommended therapies in these patients, it may ultimately result in worse health outcomes. Such policies can also increase administrative burden for the practitioner and contribute to provider burnout. The goal of this proposal is to develop a provider-facing intervention to address cost-related restrictions and improve medication use for patients with type 2 diabetes. It has 3 specific aims: 1) To examine the association between cost-related medication restrictions and initiation of, and adherence to, newer 2nd line glucose-lowering medications among patients with type 2 diabetes (T2D) with and without established CVD, 2) To describe the cost-related restrictio"
NIH RePORTER,prior authorization,Meta-Analysis of Behavioral Treatments for Pediatric Feeding Disorders,UNIVERSITY OF FLORIDA,FL,"PODLESNIK, CHRISTOPHER A",R03,153500,2025,2025-09-05T00:00:00,2027-09-04T00:00:00,False,1R03MH140409-01,"PROJECT SUMMARY/ABSTRACT A high percentage of children do not eat or drink at sufficient levels, causing substantial health consequences, as well as psychological and financial stress for caregivers. Pediatric Feeding Disorders or Avoidant/Restrictive Food Intake Disorder (ARFID) are especially common in children diagnosed with intellectual and developmental disabilities and results from complications anywhere in the complex chain of reflexive and learned behaviors. Children with a severe feeding difficulty (SFD) can learn to associate feeding with pain and discomfort, leading to intense refusal behavior that leaves caregivers with the inability to feed their children. When children learn that engaging in refusal behavior successfully avoids meals, refusal behavior can persist even after amelioration of underlying medical conditions. If refusal persists, a two-phase behavior-based method (1) assesses conditions maintaining refusal behavior for individual children and (2) bases treatment of refusal behavior on the assessment through teaching developmentally appropriate feeding skills both to children and caregivers. Though highly effective, most evidence supporting behavioral treatments for SFD comes from a large number of published studies using single-case experimental designs. This approach is useful for conducting individualized treatments, but their format impedes evaluation of the most effective methods and generality of outcomes, and limits dissemination across scientif"
NIH RePORTER,prior authorization,Assessing the Impact of Economic Policies on the Use of Pre-Exposure Prophylaxis in the United States,UNIVERSITY OF PENNSYLVANIA,PA,"FAYAZ FARKHAD, BITA ",K01,134811,2023,2023-08-01T00:00:00,2028-07-31T00:00:00,False,1K01AI172614-01A1,"PROJECT SUMMARY Although involve PrEP case changes based, project will policies, secondary impact on condom use and HIV testing. social-behavioral their 2 MSM. PrEP These mathematical policy such recent federal and state policies targeted t o encourage PrEP (pre-exposure prophylaxis) — which (a) enabling pharmacy-based PrEP delivery 1 , (b) leveraging Medicaid program's benefits to promote (i.e., removal of prior authorization, coverage of telemedicine-delivered PrEP, and overage of targeted management) 2 , and (c) mandating zero-cost sharing 3 — have been described as the most significant that have happened with PrEP 4 – , their impact is not well understood. By implementing a theory- multi-level, longitudinal analysis of how public health policies identify policies to efficiently achieve the Ending the HIV Epidemic goals. – 13 Aim 1 will integrate prescription data, surveys, and consumer data to isolate the effects of the policies on PrEP use Aim 2 will expand our longitudinal database to include determinants of PrEP use, including attitudes, norms, and behavioral control, and explore mediating role in the relation between public health policies and PrEP uptake and persistence. Aims 1 and will mode l a) the US population, (b) MSM (men who have sex with men), and (c) Black, Hispanic, and White Aim 3 will f urther examine the effectiveness of the policies studied in Aim 1 by moving from effects on t o modeling effects on HIV transmission among MSM in general and Black, Hispan"
NIH RePORTER,prior authorization,Assessing the Impact of Economic Policies on the Use of Pre-Exposure Prophylaxis in the United States,UNIVERSITY OF PENNSYLVANIA,PA,"FAYAZ FARKHAD, BITA ",K01,134811,2024,2023-08-01T00:00:00,2028-07-31T00:00:00,False,5K01AI172614-02,"PROJECT SUMMARY Although involve PrEP case changes based, project will policies, secondary impact on condom use and HIV testing. social-behavioral their 2 MSM. PrEP These mathematical policy such recent federal and state policies targeted t o encourage PrEP (pre-exposure prophylaxis) — which (a) enabling pharmacy-based PrEP delivery 1 , (b) leveraging Medicaid program's benefits to promote (i.e., removal of prior authorization, coverage of telemedicine-delivered PrEP, and overage of targeted management) 2 , and (c) mandating zero-cost sharing 3 — have been described as the most significant that have happened with PrEP 4 – , their impact is not well understood. By implementing a theory- multi-level, longitudinal analysis of how public health policies identify policies to efficiently achieve the Ending the HIV Epidemic goals. – 13 Aim 1 will integrate prescription data, surveys, and consumer data to isolate the effects of the policies on PrEP use Aim 2 will expand our longitudinal database to include determinants of PrEP use, including attitudes, norms, and behavioral control, and explore mediating role in the relation between public health policies and PrEP uptake and persistence. Aims 1 and will mode l a) the US population, (b) MSM (men who have sex with men), and (c) Black, Hispanic, and White Aim 3 will f urther examine the effectiveness of the policies studied in Aim 1 by moving from effects on t o modeling effects on HIV transmission among MSM in general and Black, Hispan"
NIH RePORTER,prior authorization,Assessing the Impact of Economic Policies on the Use of Pre-Exposure Prophylaxis in the United States,UNIVERSITY OF PENNSYLVANIA,PA,"FAYAZ FARKHAD, BITA ",K01,134811,2025,2023-08-01T00:00:00,2026-01-16T00:00:00,False,5K01AI172614-03,"PROJECT SUMMARY Although involve PrEP case changes based, project will policies, secondary impact on condom use and HIV testing. social-behavioral their 2 MSM. PrEP These mathematical policy such recent federal and state policies targeted t o encourage PrEP (pre-exposure prophylaxis) — which (a) enabling pharmacy-based PrEP delivery 1 , (b) leveraging Medicaid program's benefits to promote (i.e., removal of prior authorization, coverage of telemedicine-delivered PrEP, and overage of targeted management) 2 , and (c) mandating zero-cost sharing 3 — have been described as the most significant that have happened with PrEP 4 – , their impact is not well understood. By implementing a theory- multi-level, longitudinal analysis of how public health policies identify policies to efficiently achieve the Ending the HIV Epidemic goals. – 13 Aim 1 will integrate prescription data, surveys, and consumer data to isolate the effects of the policies on PrEP use Aim 2 will expand our longitudinal database to include determinants of PrEP use, including attitudes, norms, and behavioral control, and explore mediating role in the relation between public health policies and PrEP uptake and persistence. Aims 1 and will mode l a) the US population, (b) MSM (men who have sex with men), and (c) Black, Hispanic, and White Aim 3 will f urther examine the effectiveness of the policies studied in Aim 1 by moving from effects on t o modeling effects on HIV transmission among MSM in general and Black, Hispan"
NIH RePORTER,prior authorization,Assessing the Impact of Economic Policies on the Use of Pre-Exposure Prophylaxis in the United States,UNIV OF ARKANSAS FOR MED SCIS,AR,"FAYAZ FARKHAD, BITA ",K01,134398,2025,2023-08-01T00:00:00,2028-07-31T00:00:00,False,7K01AI172614-04,"PROJECT SUMMARY Although involve PrEP case changes based, project will policies, secondary impact on condom use and HIV testing. social-behavioral their 2 MSM. PrEP These mathematical policy such recent federal and state policies targeted t o encourage PrEP (pre-exposure prophylaxis) — which (a) enabling pharmacy-based PrEP delivery 1 , (b) leveraging Medicaid program's benefits to promote (i.e., removal of prior authorization, coverage of telemedicine-delivered PrEP, and overage of targeted management) 2 , and (c) mandating zero-cost sharing 3 — have been described as the most significant that have happened with PrEP 4 – , their impact is not well understood. By implementing a theory- multi-level, longitudinal analysis of how public health policies identify policies to efficiently achieve the Ending the HIV Epidemic goals. – 13 Aim 1 will integrate prescription data, surveys, and consumer data to isolate the effects of the policies on PrEP use Aim 2 will expand our longitudinal database to include determinants of PrEP use, including attitudes, norms, and behavioral control, and explore mediating role in the relation between public health policies and PrEP uptake and persistence. Aims 1 and will mode l a) the US population, (b) MSM (men who have sex with men), and (c) Black, Hispanic, and White Aim 3 will f urther examine the effectiveness of the policies studied in Aim 1 by moving from effects on t o modeling effects on HIV transmission among MSM in general and Black, Hispan"
NIH RePORTER,prior authorization,Examining the Impact of Medicaid's Prior Authorization Requirements for Tobacco Cessation Medications on Tobacco Cessation Medication Prescriptions,VANDERBILT UNIVERSITY,TN,"DILLENDER, MARCUS OWEN",R03,79250,2024,2023-01-01T00:00:00,2025-12-31T00:00:00,False,5R03CA270451-02,"PROJECT SUMMARY/ABSTRACT Increasing access to tobacco cessation medications is a key part of U.S. health policy’s strategy for reducing smoking, especially for low-income smokers, who are less likely to use tobacco cessation medications than high-income smokers are. Given that the Affordable Care Act requires Medicaid programs to cover tobacco cessation medications, Medicaid coverage grants enrollees access to tobacco cessation medications in principle, but over two-thirds of state Medicaid programs require doctors to obtain prior authorization from program administrators before prescribing tobacco cessation medications. While prior authorization requirements’ advocates argue that requiring prior authorization can ensure appropriate and cost-effective prescribing without reducing access to helpful medications, even small prescribing hurdles have the potential to have large impacts on prescribing behavior and medication access. Public health leaders call for removing barriers in access to tobacco cessation medications, but it is not currently known if requiring prior authorization meaningfully reduces overall use of these medications or if it instead ensures appropriate use without reducing access more generally, as its advocates argue. This project proposes to estimate the impact of prior authorization requirements in Medicaid on the use of tobacco cessation medications by using detailed data on health care claims to study Colorado’s Medicaid program removing its prior author"
NIH RePORTER,prior authorization,Examining the Impact of Medicaid's Prior Authorization Requirements for Tobacco Cessation Medications on Tobacco Cessation Medication Prescriptions,VANDERBILT UNIVERSITY,TN,"DILLENDER, MARCUS OWEN",R03,79250,2023,2023-01-01T00:00:00,2024-12-31T00:00:00,False,1R03CA270451-01A1,"PROJECT SUMMARY/ABSTRACT Increasing access to tobacco cessation medications is a key part of U.S. health policy’s strategy for reducing smoking, especially for low-income smokers, who are less likely to use tobacco cessation medications than high-income smokers are. Given that the Affordable Care Act requires Medicaid programs to cover tobacco cessation medications, Medicaid coverage grants enrollees access to tobacco cessation medications in principle, but over two-thirds of state Medicaid programs require doctors to obtain prior authorization from program administrators before prescribing tobacco cessation medications. While prior authorization requirements’ advocates argue that requiring prior authorization can ensure appropriate and cost-effective prescribing without reducing access to helpful medications, even small prescribing hurdles have the potential to have large impacts on prescribing behavior and medication access. Public health leaders call for removing barriers in access to tobacco cessation medications, but it is not currently known if requiring prior authorization meaningfully reduces overall use of these medications or if it instead ensures appropriate use without reducing access more generally, as its advocates argue. This project proposes to estimate the impact of prior authorization requirements in Medicaid on the use of tobacco cessation medications by using detailed data on health care claims to study Colorado’s Medicaid program removing its prior author"
NIH RePORTER,prior authorization,Developing a provider-facing intervention to address cost-related medication restrictions and improve medication use in patients with type 2 diabetes,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"LUO, JING ",K23,75456,2023,2021-05-01T00:00:00,2025-02-28T00:00:00,False,3K23DK120956-03S1,"Project Summary/Abstract The prescribing of, and adherence to, glucose-lowering medications is increasingly being driven by health insurance factors such as high out-of-pocket medication costs and formulary practices that restrict use (e.g. requirements for prior authorization). These types of cost-related medication restrictions (defined as high copayments, high deductibles, formulary restrictions) can limit appropriate use of evidence-based medications, especially when formularies lag behind a rapidly evolving evidence base. For example, recent evidence suggests that SGLT-2 inhibitors and GLP-1 receptor agonists reduce the risk of cardiovascular disease (CVD) events and mortality in patients with type 2 diabetes and elevated CV risk. If cost-related medication restrictions limit the use of evidence-based, guideline recommended therapies in these patients, it may ultimately result in worse health outcomes. Such policies can also increase administrative burden for the practitioner and contribute to provider burnout. The goal of this proposal is to develop a provider-facing intervention to address cost-related restrictions and improve medication use for patients with type 2 diabetes. It has 3 specific aims: 1) To examine the association between cost-related medication restrictions and initiation of, and adherence to, newer 2nd line glucose-lowering medications among patients with type 2 diabetes (T2D) with and without established CVD, 2) To describe the cost-related restrictio"
NIH RePORTER,medical coding automation,Multi-Stakeholder Consensus Approach to Problem Consolidation and Strategic Use of Electronic Health Record (EHR) Data Standards for Clinical Research and Regulatory Reporting,UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"RICHESSON, RACHEL L",U01,99896,2023,2022-07-01T00:00:00,2025-06-30T00:00:00,False,5U01FD007673-02,"Project Summary/Abstract The use of electronic health record (EHR) systems as a source of “real-world data” (RWD) has great potential to transform and improve research. Despite the potential value and public health need for RWD, the ability to extract and use data from EHR systems for research is limited due to the absence of clearly defined and uniformly implemented standards that represent the semantic meaning of clinical data, including the context and specificity of coding. A particular challenge is that clinical coding systems used for EHR data often have very granular codes to support documentation of detailed diagnoses and highly specific tests and packaged medications. These granular codes must be grouped into broad concepts for research analyses and submissions, but consistent and reproducible data aggregation methods that preserve important semantic meaning and context of clinical RWD for research purposes are lacking. We propose to use a well-informed environmental scan, targeted literature review, and a multi-stakeholder group of standards experts to identify unresolved methodological issues and critical challenges – and delineate alternative approaches for standardization or harmonization - that can support strategic action for leveraging RWD in the short term and enable a more robust clinical research infrastructure to support future research needs. The multi-stakeholder group will include data and standards experts from both clinical informatics and research da"
NIH RePORTER,healthcare fraud,CORE B: PROGRAM DEVELOPMENT (PILOT) CORE,NATIONAL BUREAU OF ECONOMIC RESEARCH,MA,"CUTLER, DAVID M",P30,101749,2026,1997-08-01T00:00:00,2027-08-31T00:00:00,False,5P30AG012810-32,"OTHER PROJECT INFORMATION – Revised Project Summary/Abstract Core B – Program Development (Pilot) Core The program development core uses emerging scholar pilot projects to develop and support the community of early career scientists that is engaged in research on health and aging issues; and to incubate innovative work that lays foundations for larger-scale projects under development. Particular attention is paid to creating a pipeline of science-leading scholars, whose engagement with the Center can guide and accelerate their achievements in innovative scientific inquiry. Emerging scholars receive a two-year appointment with the first year focused on an innovative developmental research project and the second year focused on translating this work into a larger scale NIA grant application. Four emerging scholar pilot projects will be awarded for years 12, four for years 3-4, and four for years 5-6 – a total of 12 pilots over the 6-year duration of the continuation. the four projects proposed for years 1-2 are on (1) the impact of hurricanes on treatment for stroke among older Americans, (2) reducing the impact of label noise in artificial intelligence applications in health care, (3) healthcare fraud and patient health outcomes, and (4) variations in housing conditions and their effect on health outcomes. Each pilot will be conducted by an emerging scholar in the first 10 years since receiving their PhD, complementing training activities already available at the NBER for gr"
NIH RePORTER,healthcare fraud,CORE B: PROGRAM DEVELOPMENT (PILOT) CORE,NATIONAL BUREAU OF ECONOMIC RESEARCH,MA,"CUTLER, DAVID M",P30,101749,2025,1997-08-01T00:00:00,2027-08-31T00:00:00,False,2P30AG012810-31,"OTHER PROJECT INFORMATION – Revised Project Summary/Abstract Core B – Program Development (Pilot) Core The program development core uses emerging scholar pilot projects to develop and support the community of early career scientists that is engaged in research on health and aging issues; and to incubate innovative work that lays foundations for larger-scale projects under development. Particular attention is paid to creating a pipeline of science-leading scholars, whose engagement with the Center can guide and accelerate their achievements in innovative scientific inquiry. Emerging scholars receive a two-year appointment with the first year focused on an innovative developmental research project and the second year focused on translating this work into a larger scale NIA grant application. Four emerging scholar pilot projects will be awarded for years 1-2, four for years 3-4, and four for years 5-6 – a total of 12 pilots over the 6-year duration of the continuation. the four projects proposed for years 1-2 are on (1) the impact of hurricanes on treatment for stroke among older Americans, (2) reducing the impact of label noise in artificial intelligence applications in health care, (3) healthcare fraud and patient health outcomes, and (4) variations in housing conditions and their effect on health outcomes. Each pilot will be conducted by an emerging scholar in the first 10 years since receiving their PhD, complementing training activities already available at the NBER for g"
NIH RePORTER,price transparency,Cyberinfrastructure and Artificial Intelligence Platforms,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,,"MOONEY, SEAN ",ZIA,1335000,2025,,,False,1ZIAHG200425-01,"The Section Cyberinfrastructure and Artificial Intelligence Platforms (the laboratory of Dr. Sean Mooney) completed its first full fiscal year in September 2025. During that time, we completed laboratory space development within the NIH clinical center and continued to expand the staff and research efforts in the laboratory. For much of the year, we consisted of two postdoctoral fellows and one staff scientist. Our focus has remained steady, that is, research at the intersection of artificial intelligence and human genetics. To that end we have contributed to several projects. Update on Lab Activities We have established regular group meetings (Thursdays at noon) and regular 1:1s with Dr. Mooney (Thursday afternoons) and we participate in NHGRI programs such as the monthly Center for Genomics and Data Science Research team meetings. We have presented there twice. We participated in several conferences including the Pacific Symposium of Biocomputing 2025 (PSB) in January and the Intelligent Systems in Molecular Biology (ISMB) Conference in July. In July we worked with CIT and ODSS to run a workshop on NIH cyberinfrastructure at ISMB. Recruitment We are restarting recruitment of postdoctoral fellows to build the laboratory. We are posting positions in computational genomics and artificial intelligence model development. We intend to recruit 5-8 postdoctoral fellows with the key goal of collaborating with other laboratories within the Intramural Research Program at the"
NIH RePORTER,price transparency,A mobile application to offer upfront healthcare prices and automated medical billing for socioeconomically disadvantaged Americans,HANDL HEALTH LLC,CA,"MARMOUSH, AHMED ",R44,1185981,2024,2021-09-23T00:00:00,2026-03-31T00:00:00,True,2R44NR021119-03A1,"Project Summary/Abstract This SBIR Phase II (R44) grant application will leverage publicly available healthcare service pricing data (i.e. emerging big data resources) to improve health information dissemination and utilization by minority health and disparity individuals, small businesses and communities. The long-term goal is to reduce health literacy barriers around the cost of healthcare and to simplify access to this information through an assisted mobile application and secure short message service (SMS) that helps minority and disparity populations get the care they need at a price they can afford. This will ultimately improve healthcare access and outcomes while reducing the burden of medical debt. Healthcare consumers today have limited information about the cost of a service until after it is rendered, despite there being significant variability in the price of the same service depending on location and provider. This makes it incredibly difficult for patients to make cost-informed choices about where to get healthcare or check the accuracy of medical bills, contributing to the $195bn of medical debt that Americans are burdened with. Minority health and disparity populations are disproportionately impacted by this, with Black Americans, Hispanic Americans and those below the federal poverty level (FPL) more likely to carry medical debt [1]. Soaring healthcare costs and the considerable impacts to minority health and disparity populations have resulted in significant"
NIH RePORTER,price transparency,A mobile application to offer upfront healthcare prices and automated medical billing for socioeconomically disadvantaged Americans,HANDL HEALTH LLC,CA,"MARMOUSH, AHMED ",R44,690531,2025,2021-09-23T00:00:00,2026-03-31T00:00:00,True,5R44NR021119-04,"Project Summary/Abstract This SBIR Phase II (R44) grant application will leverage publicly available healthcare service pricing data (i.e. emerging big data resources) to improve health information dissemination and utilization by minority health and disparity individuals, small businesses and communities. The long-term goal is to reduce health literacy barriers around the cost of healthcare and to simplify access to this information through an assisted mobile application and secure short message service (SMS) that helps minority and disparity populations get the care they need at a price they can afford. This will ultimately improve healthcare access and outcomes while reducing the burden of medical debt. Healthcare consumers today have limited information about the cost of a service until after it is rendered, despite there being significant variability in the price of the same service depending on location and provider. This makes it incredibly difficult for patients to make cost-informed choices about where to get healthcare or check the accuracy of medical bills, contributing to the $195bn of medical debt that Americans are burdened with. Minority health and disparity populations are disproportionately impacted by this, with Black Americans, Hispanic Americans and those below the federal poverty level (FPL) more likely to carry medical debt [1]. Soaring healthcare costs and the considerable impacts to minority health and disparity populations have resulted in significant"
NIH RePORTER,price transparency,Effectiveness of Out-of-Pocket Cost COMmunication and Financial Navigation (CostCOM) in Cancer Patients,UNIVERSITY OF CALIFORNIA-IRVINE,CA,"SADIGH, GELAREH ",R01,652687,2023,2023-01-04T00:00:00,2027-12-31T00:00:00,False,1R01CA272680-01,"PROJECT SUMMARY High out-of-pocket costs (OOPC) of cancer treatment and lost income result in financial hardship. There is compelling evidence that OOPC communication complemented by financial navigation and counseling will decrease financial hardship by enabling cancer patients to anticipate and accommodate treatment costs and proactively seek financial assistance. Importantly, this intervention aligns with the Centers for Medicare and Medicaid Services (CMS) price transparency mandate. We will evaluate the effectiveness of an innovative personalized intervention designed to improve cost-related cancer care non-adherence by conducting a randomized controlled trial of OOP cost communication and financial navigation (CostCOM) vs. enhanced usual care (EUC) at NCI Community Oncology Research Program (NCORP) practices. Our multidisciplinary team has experience with all facets of the proposed intervention including conducting clinical trials at NCORP practices. CostCOM comprises four 1-hour counseling sessions to impart: (1) OOPC communication, individualized, patient-specific education of the anticipated OOPC using a price estimator tool; (2) Financial navigation, real-time professional guidance to identify financial assistance programs that will alleviate costs of care and discuss information to improve insurance coverage; and (3) Financial counseling to address the range of patients’ financial concerns and enroll patients in financial assistance programs. We will recruit 720 pa"
NIH RePORTER,price transparency,Effectiveness of Out-of-Pocket Cost COMmunication and Financial Navigation (CostCOM) in Cancer Patients,UNIVERSITY OF CALIFORNIA-IRVINE,CA,"SADIGH, GELAREH ",R01,613085,2025,2023-01-04T00:00:00,2027-12-31T00:00:00,False,5R01CA272680-03,"PROJECT SUMMARY High out-of-pocket costs (OOPC) of cancer treatment and lost income result in financial hardship. There is compelling evidence that OOPC communication complemented by financial navigation and counseling will decrease financial hardship by enabling cancer patients to anticipate and accommodate treatment costs and proactively seek financial assistance. Importantly, this intervention aligns with the Centers for Medicare and Medicaid Services (CMS) price transparency mandate. We will evaluate the effectiveness of an innovative personalized intervention designed to improve cost-related cancer care non-adherence by conducting a randomized controlled trial of OOP cost communication and financial navigation (CostCOM) vs. enhanced usual care (EUC) at NCI Community Oncology Research Program (NCORP) practices. Our multidisciplinary team has experience with all facets of the proposed intervention including conducting clinical trials at NCORP practices. CostCOM comprises four 1-hour counseling sessions to impart: (1) OOPC communication, individualized, patient-specific education of the anticipated OOPC using a price estimator tool; (2) Financial navigation, real-time professional guidance to identify financial assistance programs that will alleviate costs of care and discuss information to improve insurance coverage; and (3) Financial counseling to address the range of patients’ financial concerns and enroll patients in financial assistance programs. We will recruit 720 pa"
NIH RePORTER,price transparency,Effectiveness of Out-of-Pocket Cost COMmunication and Financial Navigation (CostCOM) in Cancer Patients,UNIVERSITY OF CALIFORNIA-IRVINE,CA,"SADIGH, GELAREH ",R01,599047,2026,2023-01-04T00:00:00,2027-12-31T00:00:00,False,5R01CA272680-04,"PROJECT SUMMARY High out-of-pocket costs (OOPC) of cancer treatment and lost income result in financial hardship. There is compelling evidence that OOPC communication complemented by financial navigation and counseling will decrease financial hardship by enabling cancer patients to anticipate and accommodate treatment costs and proactively seek financial assistance. Importantly, this intervention aligns with the Centers for Medicare and Medicaid Services (CMS) price transparency mandate. We will evaluate the effectiveness of an innovative personalized intervention designed to improve cost-related cancer care non-adherence by conducting a randomized controlled trial of OOP cost communication and financial navigation (CostCOM) vs. enhanced usual care (EUC) at NCI Community Oncology Research Program (NCORP) practices. Our multidisciplinary team has experience with all facets of the proposed intervention including conducting clinical trials at NCORP practices. CostCOM comprises four 1-hour counseling sessions to impart: (1) OOPC communication, individualized, patient-specific education of the anticipated OOPC using a price estimator tool; (2) Financial navigation, real-time professional guidance to identify financial assistance programs that will alleviate costs of care and discuss information to improve insurance coverage; and (3) Financial counseling to address the range of patients’ financial concerns and enroll patients in financial assistance programs. We will recruit 720 pa"
NIH RePORTER,price transparency,Effectiveness of Out-of-Pocket Cost COMmunication and Financial Navigation (CostCOM) in Cancer Patients,UNIVERSITY OF CALIFORNIA-IRVINE,CA,"SADIGH, GELAREH ",R01,554885,2024,2023-01-04T00:00:00,2027-12-31T00:00:00,False,5R01CA272680-02,"PROJECT SUMMARY High out-of-pocket costs (OOPC) of cancer treatment and lost income result in financial hardship. There is compelling evidence that OOPC communication complemented by financial navigation and counseling will decrease financial hardship by enabling cancer patients to anticipate and accommodate treatment costs and proactively seek financial assistance. Importantly, this intervention aligns with the Centers for Medicare and Medicaid Services (CMS) price transparency mandate. We will evaluate the effectiveness of an innovative personalized intervention designed to improve cost-related cancer care non-adherence by conducting a randomized controlled trial of OOP cost communication and financial navigation (CostCOM) vs. enhanced usual care (EUC) at NCI Community Oncology Research Program (NCORP) practices. Our multidisciplinary team has experience with all facets of the proposed intervention including conducting clinical trials at NCORP practices. CostCOM comprises four 1-hour counseling sessions to impart: (1) OOPC communication, individualized, patient-specific education of the anticipated OOPC using a price estimator tool; (2) Financial navigation, real-time professional guidance to identify financial assistance programs that will alleviate costs of care and discuss information to improve insurance coverage; and (3) Financial counseling to address the range of patients’ financial concerns and enroll patients in financial assistance programs. We will recruit 720 pa"
